,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
22022,3.367295829986474,2,0,0.0,0,4,Blouses
22023,3.5263605246161616,4,1,0.0,1,4,Knits
22024,3.5263605246161616,5,1,1.7320508075688772,1,4,Blouses
22025,3.828641396489095,2,0,2.0,0,1,Dresses
22026,3.1780538303479458,3,0,1.4142135623730951,1,4,Knits
22027,3.8066624897703196,5,1,0.0,0,4,Blouses
22029,4.219507705176107,5,1,1.7320508075688772,1,4,Others
22030,4.189654742026425,4,1,0.0,0,4,Blouses
22031,3.367295829986474,5,1,0.0,0,1,Dresses
22032,3.1354942159291497,4,1,3.1622776601683795,1,4,Knits
22034,3.9318256327243257,5,1,0.0,0,4,Knits
22035,4.007333185232471,5,1,1.0,0,4,Knits
22036,3.6635616461296463,5,1,0.0,1,4,Knits
22037,3.4011973816621555,5,1,0.0,0,4,Knits
22038,4.1588830833596715,5,1,3.4641016151377544,0,4,Knits
22040,3.6375861597263857,5,1,1.7320508075688772,0,4,Knits
22041,3.7612001156935624,2,0,0.0,0,4,Blouses
22042,3.5263605246161616,4,1,1.0,0,4,Blouses
22044,4.30406509320417,5,1,0.0,0,4,Knits
22045,4.174387269895637,5,1,6.244997998398398,0,4,Blouses
22046,3.713572066704308,5,1,0.0,0,4,Blouses
22047,3.784189633918261,5,1,1.4142135623730951,0,1,Dresses
22048,4.007333185232471,4,1,1.0,0,4,Blouses
22049,3.6888794541139363,5,1,0.0,0,4,Knits
22050,3.4657359027997265,2,0,1.7320508075688772,0,1,Dresses
22051,3.871201010907891,5,1,0.0,0,4,Knits
22052,3.9318256327243257,5,1,1.0,0,4,Blouses
22053,3.912023005428146,5,1,2.6457513110645907,1,0,Others
22054,4.0943445622221,5,1,0.0,0,4,Blouses
22055,3.6375861597263857,5,1,0.0,0,4,Blouses
22057,3.4339872044851463,5,1,0.0,1,0,Others
22058,3.332204510175204,5,1,0.0,0,4,Blouses
22059,3.7612001156935624,5,1,1.4142135623730951,0,4,Blouses
22060,3.6635616461296463,5,1,1.7320508075688772,0,4,Blouses
22061,3.295836866004329,4,1,0.0,1,0,Others
22062,3.970291913552122,3,1,1.4142135623730951,0,4,Blouses
22064,3.367295829986474,5,1,1.0,0,4,Blouses
22065,4.110873864173311,1,0,2.23606797749979,0,4,Knits
22066,3.6888794541139363,5,1,4.69041575982343,0,4,Blouses
22067,4.189654742026425,5,1,1.0,0,0,Others
22071,3.7376696182833684,5,1,0.0,0,4,Blouses
22072,4.0943445622221,5,1,0.0,0,4,Blouses
22073,3.8918202981106265,5,1,6.164414002968976,0,4,Blouses
22074,3.8501476017100584,4,1,0.0,0,4,Blouses
22075,3.828641396489095,4,1,1.4142135623730951,0,4,Blouses
22076,3.332204510175204,5,1,1.0,0,4,Blouses
22077,3.8066624897703196,5,1,0.0,0,1,Dresses
22078,3.6109179126442243,5,1,1.0,0,3,Others
22079,3.8066624897703196,4,1,1.0,0,4,Blouses
22080,4.0943445622221,5,1,1.4142135623730951,0,4,Blouses
22082,3.58351893845611,5,1,1.0,0,4,Blouses
22083,3.044522437723423,5,1,0.0,0,1,Dresses
22084,3.295836866004329,4,1,0.0,0,0,Others
22086,4.02535169073515,4,1,5.0,0,4,Blouses
22088,3.7612001156935624,4,1,0.0,0,0,Others
22089,4.04305126783455,5,1,0.0,0,4,Blouses
22090,3.5263605246161616,5,1,0.0,0,1,Dresses
22091,3.258096538021482,2,0,0.0,0,4,Blouses
22093,3.9512437185814275,4,1,2.449489742783178,0,4,Blouses
22095,3.6888794541139363,4,1,0.0,0,4,Blouses
22096,3.4657359027997265,2,0,0.0,0,0,Others
22099,3.5263605246161616,5,1,0.0,0,0,Others
22102,4.007333185232471,5,1,0.0,1,1,Dresses
22103,3.713572066704308,4,1,0.0,2,2,Others
22104,4.204692619390966,1,0,0.0,2,2,Others
22105,4.060443010546419,5,1,0.0,1,1,Dresses
22106,4.219507705176107,5,1,1.7320508075688772,2,2,Others
22107,3.367295829986474,5,1,0.0,1,4,Blouses
22110,3.6635616461296463,5,1,0.0,2,2,Others
22111,3.871201010907891,5,1,1.7320508075688772,2,2,Others
22114,3.5263605246161616,3,1,1.0,0,0,Others
22115,4.23410650459726,5,1,0.0,0,1,Dresses
22116,4.0943445622221,5,1,1.4142135623730951,2,2,Others
22117,3.4965075614664802,5,1,1.4142135623730951,1,1,Dresses
22118,3.713572066704308,5,1,1.0,1,1,Dresses
22119,3.6635616461296463,5,1,1.7320508075688772,2,2,Others
22120,3.4965075614664802,5,1,0.0,2,2,Others
22121,3.828641396489095,4,1,1.0,0,0,Others
22122,3.7376696182833684,5,1,2.23606797749979,0,0,Others
22125,3.58351893845611,1,0,1.0,0,0,Others
22126,3.367295829986474,1,0,0.0,2,2,Others
22127,3.4011973816621555,4,1,0.0,0,1,Dresses
22128,3.295836866004329,4,1,1.4142135623730951,2,2,Others
22129,4.418840607796598,5,1,2.0,0,4,Knits
22130,3.970291913552122,5,1,0.0,0,1,Dresses
22131,3.4657359027997265,5,1,1.0,2,2,Others
22132,3.6375861597263857,3,0,2.8284271247461903,1,1,Dresses
22134,3.4965075614664802,3,0,2.8284271247461903,0,4,Knits
22135,3.9889840465642745,5,1,3.4641016151377544,0,1,Dresses
22136,4.23410650459726,5,1,0.0,2,2,Others
22137,3.7612001156935624,5,1,1.7320508075688772,0,0,Others
22138,3.6635616461296463,2,0,3.1622776601683795,0,0,Others
22139,4.290459441148391,2,0,2.6457513110645907,0,0,Others
22142,2.995732273553991,5,1,0.0,2,2,Others
22143,3.5553480614894135,5,1,0.0,2,2,Others
22144,3.5263605246161616,3,0,1.7320508075688772,0,4,Blouses
22145,3.258096538021482,3,0,2.0,2,2,Others
22146,3.6375861597263857,5,1,1.4142135623730951,2,2,Others
22147,3.6635616461296463,5,1,1.4142135623730951,2,2,Others
22148,3.6109179126442243,5,1,2.0,1,1,Dresses
22149,3.6635616461296463,5,1,1.0,2,2,Others
22150,3.4657359027997265,5,1,1.0,2,2,Others
22152,3.7376696182833684,5,1,0.0,2,2,Others
22153,3.5553480614894135,5,1,0.0,0,0,Others
22154,3.58351893845611,3,0,3.4641016151377544,0,0,Others
22155,3.332204510175204,5,1,0.0,1,1,Dresses
22156,3.784189633918261,5,1,1.4142135623730951,1,1,Dresses
22157,4.174387269895637,3,0,1.7320508075688772,0,0,Others
22159,4.189654742026425,5,1,3.872983346207417,2,2,Others
22160,3.295836866004329,5,1,0.0,1,1,Dresses
22161,3.2188758248682006,4,1,0.0,0,4,Knits
22162,3.295836866004329,5,1,0.0,2,2,Others
22163,3.970291913552122,5,1,0.0,0,4,Blouses
22164,3.5263605246161616,5,1,1.0,1,1,Dresses
22165,3.4657359027997265,5,1,0.0,0,0,Others
22166,3.58351893845611,3,1,0.0,2,2,Others
22167,3.2188758248682006,1,0,0.0,0,4,Knits
22168,3.6375861597263857,5,1,0.0,2,2,Others
22170,3.713572066704308,1,0,3.1622776601683795,2,2,Others
22171,3.4657359027997265,2,0,0.0,0,0,Others
22173,3.9512437185814275,5,1,1.4142135623730951,1,1,Dresses
22174,3.5553480614894135,5,1,0.0,0,1,Dresses
22175,3.58351893845611,4,1,1.0,0,4,Blouses
22176,3.5553480614894135,4,1,0.0,0,3,Others
22177,3.5553480614894135,1,0,0.0,0,4,Others
22179,3.9889840465642745,5,1,1.4142135623730951,0,4,Blouses
22180,3.7376696182833684,4,1,0.0,0,4,Others
22181,3.7376696182833684,5,1,1.0,0,3,Others
22182,3.4965075614664802,4,1,1.0,0,1,Dresses
22183,3.713572066704308,5,1,1.4142135623730951,0,3,Others
22184,3.828641396489095,2,0,1.0,0,4,Knits
22185,3.4657359027997265,3,1,2.23606797749979,0,4,Knits
22186,3.1780538303479458,5,1,0.0,0,3,Others
22187,3.912023005428146,5,1,0.0,0,4,Knits
22189,3.4657359027997265,5,1,3.0,0,1,Dresses
22190,3.871201010907891,4,1,0.0,0,1,Dresses
22191,3.7376696182833684,3,1,0.0,0,1,Dresses
22192,4.143134726391533,5,1,0.0,0,4,Blouses
22193,3.4965075614664802,5,1,1.7320508075688772,0,1,Dresses
22194,3.6635616461296463,5,1,2.23606797749979,0,0,Others
22195,3.713572066704308,5,1,0.0,0,4,Knits
22196,3.6635616461296463,3,1,4.0,0,1,Dresses
22197,3.970291913552122,4,1,1.4142135623730951,0,0,Others
22198,3.367295829986474,2,0,3.0,0,1,Dresses
22199,4.1588830833596715,5,1,0.0,1,4,Knits
22200,3.4339872044851463,2,0,0.0,1,4,Knits
22202,3.4657359027997265,4,1,1.4142135623730951,1,4,Knits
22203,3.912023005428146,5,1,0.0,0,1,Dresses
22204,3.332204510175204,3,0,0.0,1,4,Knits
22205,3.828641396489095,2,0,0.0,0,1,Dresses
22206,3.8066624897703196,5,1,0.0,0,1,Dresses
22207,4.0943445622221,4,1,1.0,2,2,Others
22208,3.5553480614894135,5,1,1.4142135623730951,0,1,Dresses
22209,4.07753744390572,5,1,1.0,1,0,Others
22210,3.970291913552122,4,1,0.0,0,1,Dresses
22212,3.4965075614664802,4,1,0.0,0,4,Blouses
22213,3.6635616461296463,5,1,1.4142135623730951,0,1,Dresses
22214,3.784189633918261,3,0,1.0,0,1,Dresses
22215,3.7376696182833684,5,1,1.4142135623730951,1,0,Others
22216,3.4965075614664802,5,1,1.0,2,2,Others
22217,3.2188758248682006,5,1,0.0,0,0,Others
22219,3.9512437185814275,5,1,0.0,0,3,Others
22220,3.6888794541139363,5,1,0.0,1,4,Others
22221,3.8501476017100584,1,0,0.0,0,3,Others
22223,3.6635616461296463,4,1,1.7320508075688772,1,1,Dresses
22225,4.248495242049359,4,1,1.0,0,0,Others
22226,3.4011973816621555,5,1,0.0,0,0,Others
22227,3.367295829986474,3,0,0.0,1,1,Dresses
22228,4.418840607796598,5,1,1.4142135623730951,1,4,Others
22229,3.2188758248682006,5,1,0.0,0,4,Others
22232,3.332204510175204,5,1,1.0,1,0,Others
22233,4.110873864173311,5,1,0.0,0,0,Others
22234,3.258096538021482,5,1,0.0,0,0,Others
22235,3.5263605246161616,5,1,0.0,1,1,Dresses
22236,3.6109179126442243,5,1,2.23606797749979,0,3,Others
22237,3.295836866004329,2,0,2.8284271247461903,1,1,Dresses
22238,3.4339872044851463,3,0,2.0,0,4,Blouses
22239,3.5263605246161616,5,1,1.4142135623730951,1,4,Others
22240,3.58351893845611,2,0,1.4142135623730951,0,4,Blouses
22241,4.1588830833596715,5,1,1.4142135623730951,0,0,Others
22243,3.6635616461296463,5,1,2.0,1,1,Dresses
22244,3.6375861597263857,5,1,0.0,1,4,Others
22245,4.1588830833596715,3,1,0.0,0,3,Others
22247,3.871201010907891,5,1,1.0,1,3,Others
22248,3.5263605246161616,5,1,1.0,0,1,Dresses
22249,3.912023005428146,4,1,2.0,0,0,Pants
22250,3.332204510175204,5,1,1.7320508075688772,0,1,Dresses
22251,3.784189633918261,5,1,2.0,1,3,Others
22252,3.5553480614894135,5,1,2.0,2,2,Others
22253,3.9512437185814275,5,1,2.23606797749979,0,0,Others
22254,3.784189633918261,5,1,0.0,0,4,Knits
22255,3.871201010907891,5,1,0.0,0,4,Knits
22256,3.9318256327243257,5,1,0.0,2,2,Others
22257,4.189654742026425,4,1,0.0,0,4,Blouses
22258,3.4657359027997265,5,1,0.0,0,1,Dresses
22259,4.007333185232471,4,1,1.7320508075688772,0,0,Others
22261,3.713572066704308,5,1,0.0,0,1,Dresses
22263,3.6635616461296463,4,1,0.0,0,4,Knits
22264,3.8501476017100584,5,1,0.0,0,0,Pants
22265,3.6888794541139363,1,0,3.4641016151377544,1,1,Dresses
22266,4.127134385045092,5,1,1.0,0,4,Knits
22267,3.58351893845611,4,1,0.0,1,4,Knits
22268,3.6635616461296463,5,1,1.4142135623730951,1,4,Knits
22269,3.6635616461296463,5,1,2.6457513110645907,0,1,Dresses
22270,3.5263605246161616,4,1,0.0,1,1,Dresses
22271,3.871201010907891,5,1,1.0,1,4,Knits
22272,3.58351893845611,5,1,0.0,0,4,Knits
22273,3.7376696182833684,5,1,2.23606797749979,1,3,Others
22274,3.9889840465642745,4,0,1.4142135623730951,1,2,Others
22275,3.295836866004329,5,1,0.0,1,3,Others
22276,3.295836866004329,4,1,0.0,0,4,Knits
22277,3.871201010907891,5,1,4.69041575982343,1,2,Others
22278,3.58351893845611,4,1,1.0,1,1,Dresses
22279,3.4011973816621555,3,1,3.3166247903554,1,2,Others
22281,4.0943445622221,5,1,1.4142135623730951,0,4,Knits
22282,3.8918202981106265,4,1,4.123105625617661,0,4,Knits
22284,4.2626798770413155,1,0,0.0,1,1,Dresses
22285,4.007333185232471,5,1,2.23606797749979,0,1,Dresses
22287,4.07753744390572,5,1,0.0,0,4,Knits
22288,3.6635616461296463,5,1,1.4142135623730951,0,0,Others
22289,3.6888794541139363,1,0,1.0,0,4,Knits
22290,3.4965075614664802,5,1,0.0,1,1,Dresses
22291,3.044522437723423,4,1,0.0,1,1,Dresses
22292,3.7376696182833684,5,1,1.4142135623730951,0,4,Knits
22293,3.091042453358316,5,1,1.0,1,1,Dresses
22294,4.060443010546419,4,1,0.0,1,1,Dresses
22295,4.07753744390572,5,1,0.0,1,2,Others
22296,4.0943445622221,5,1,1.4142135623730951,0,4,Knits
22297,3.912023005428146,4,1,4.123105625617661,0,4,Knits
22298,3.912023005428146,4,1,1.0,1,4,Knits
22299,4.3694478524670215,5,1,1.7320508075688772,2,2,Others
22300,4.07753744390572,5,1,1.4142135623730951,1,1,Dresses
22301,3.2188758248682006,5,1,1.0,0,0,Others
22302,3.6109179126442243,5,1,1.7320508075688772,1,3,Others
22303,3.7376696182833684,5,1,4.358898943540674,0,4,Knits
22304,3.4011973816621555,5,1,0.0,0,1,Dresses
22305,3.9318256327243257,5,1,1.0,1,4,Knits
22306,3.044522437723423,5,1,0.0,1,1,Dresses
22307,3.6109179126442243,3,1,0.0,0,1,Dresses
22308,3.4657359027997265,5,1,0.0,1,1,Dresses
22310,3.912023005428146,4,1,1.0,1,4,Knits
22311,3.6109179126442243,5,1,1.7320508075688772,1,4,Knits
22312,3.5263605246161616,1,0,0.0,1,1,Dresses
22313,3.6635616461296463,3,1,0.0,1,1,Dresses
22314,3.4657359027997265,5,1,0.0,1,4,Knits
22315,3.6635616461296463,3,0,2.23606797749979,0,1,Dresses
22316,3.6109179126442243,4,1,0.0,0,1,Dresses
22317,3.6109179126442243,4,1,2.0,1,4,Knits
22320,3.6888794541139363,5,1,0.0,1,1,Dresses
22321,3.6888794541139363,4,1,1.4142135623730951,1,1,Dresses
22322,4.1588830833596715,5,1,2.6457513110645907,0,0,Others
22324,3.5553480614894135,3,1,1.4142135623730951,0,1,Dresses
22326,3.4011973816621555,5,1,1.0,0,0,Others
22327,4.204692619390966,4,1,2.449489742783178,0,4,Knits
22328,3.332204510175204,5,1,0.0,0,1,Dresses
22329,3.4657359027997265,5,1,3.0,0,0,Others
22330,3.713572066704308,5,1,1.4142135623730951,0,0,Others
22331,3.5263605246161616,5,1,1.0,0,1,Dresses
22333,3.2188758248682006,4,1,1.7320508075688772,0,4,Blouses
22334,3.828641396489095,4,1,0.0,0,1,Dresses
22335,3.332204510175204,5,1,0.0,0,0,Others
22337,3.332204510175204,2,0,1.0,0,0,Others
22338,3.784189633918261,1,0,0.0,0,4,Others
22339,3.332204510175204,5,1,0.0,0,4,Blouses
22340,3.332204510175204,3,0,1.0,0,0,Others
22341,3.970291913552122,4,1,2.8284271247461903,0,4,Sweaters
22342,3.367295829986474,4,1,0.0,0,1,Dresses
22343,3.912023005428146,5,1,1.4142135623730951,0,0,Others
22344,3.784189633918261,5,1,0.0,0,4,Sweaters
22345,4.007333185232471,5,1,0.0,0,1,Dresses
22346,3.4011973816621555,1,0,1.0,0,0,Others
22347,2.995732273553991,5,1,1.4142135623730951,0,1,Dresses
22348,3.6375861597263857,5,1,1.0,0,0,Others
22349,3.8501476017100584,4,0,3.0,0,1,Dresses
22350,3.784189633918261,5,1,5.385164807134504,0,1,Dresses
22351,3.4657359027997265,4,1,0.0,0,4,Blouses
22352,4.0943445622221,5,1,4.123105625617661,0,0,Others
22353,3.9889840465642745,5,1,4.47213595499958,0,4,Blouses
22354,3.091042453358316,5,1,2.0,0,4,Sweaters
22355,3.8918202981106265,5,1,0.0,0,4,Blouses
22356,3.58351893845611,5,1,1.0,0,0,Others
22357,3.091042453358316,4,1,0.0,0,0,Others
22358,3.8501476017100584,4,1,2.0,0,0,Others
22359,3.6635616461296463,5,1,1.0,0,1,Dresses
22360,4.127134385045092,5,1,3.4641016151377544,0,1,Dresses
22362,3.713572066704308,5,1,1.4142135623730951,0,0,Others
22363,3.8918202981106265,3,1,0.0,0,4,Sweaters
22364,2.8903717578961645,4,1,0.0,0,1,Dresses
22366,4.07753744390572,5,1,0.0,0,4,Blouses
22367,3.58351893845611,5,1,1.4142135623730951,0,0,Others
22368,4.189654742026425,5,1,2.23606797749979,0,1,Dresses
22370,3.4657359027997265,5,1,1.0,0,1,Dresses
22371,3.970291913552122,5,1,4.123105625617661,0,4,Blouses
22373,4.174387269895637,5,1,1.0,0,4,Sweaters
22374,3.4657359027997265,4,1,2.6457513110645907,0,0,Others
22375,3.970291913552122,5,1,1.0,0,1,Dresses
22376,3.9318256327243257,5,1,0.0,0,1,Dresses
22377,4.127134385045092,5,1,4.242640687119285,0,1,Dresses
22378,3.6635616461296463,4,1,0.0,0,1,Dresses
22379,3.58351893845611,5,1,4.242640687119285,0,1,Dresses
22380,3.9512437185814275,5,1,1.4142135623730951,0,4,Sweaters
22383,3.9889840465642745,5,1,1.4142135623730951,0,1,Dresses
22385,3.295836866004329,4,1,1.0,0,1,Dresses
22386,3.9512437185814275,5,1,0.0,0,4,Blouses
22387,3.9889840465642745,4,1,2.8284271247461903,0,1,Dresses
22388,4.007333185232471,4,1,2.8284271247461903,0,1,Dresses
22390,2.8903717578961645,4,1,0.0,0,4,Knits
22392,3.4965075614664802,3,0,1.7320508075688772,0,4,Knits
22394,3.6635616461296463,5,1,3.0,1,4,Knits
22395,3.4965075614664802,5,1,1.7320508075688772,0,0,Pants
22396,3.828641396489095,3,1,0.0,1,4,Knits
22397,3.970291913552122,4,1,2.449489742783178,0,4,Knits
22398,4.02535169073515,3,1,2.449489742783178,0,0,Others
22399,3.6109179126442243,4,1,0.0,0,4,Knits
22400,3.6375861597263857,2,0,1.0,0,4,Knits
22401,3.332204510175204,4,1,1.4142135623730951,0,1,Dresses
22403,4.143134726391533,5,1,0.0,1,4,Others
22404,4.02535169073515,5,1,0.0,0,4,Knits
22405,3.7376696182833684,5,1,1.0,1,4,Knits
22406,3.4339872044851463,4,1,3.0,1,4,Knits
22407,3.6375861597263857,4,0,0.0,0,4,Knits
22408,4.07753744390572,4,0,2.8284271247461903,1,4,Knits
22409,3.9318256327243257,5,1,3.0,0,4,Knits
22411,3.8501476017100584,2,0,1.4142135623730951,1,4,Knits
22412,3.6888794541139363,5,1,1.4142135623730951,1,4,Knits
22413,3.4965075614664802,4,1,4.58257569495584,0,4,Knits
22414,3.6109179126442243,5,1,0.0,0,4,Knits
22415,3.6109179126442243,4,1,1.0,0,1,Dresses
22416,3.828641396489095,5,1,0.0,1,1,Dresses
22417,3.9889840465642745,2,0,0.0,0,4,Knits
22418,3.871201010907891,4,1,1.0,0,4,Knits
22419,3.828641396489095,3,1,2.0,0,4,Knits
22420,4.110873864173311,1,0,0.0,0,4,Knits
22421,4.430816798843313,2,0,0.0,0,4,Knits
22423,4.174387269895637,5,1,1.0,0,4,Knits
22424,3.58351893845611,2,0,2.6457513110645907,0,4,Knits
22425,3.6375861597263857,4,1,4.58257569495584,0,4,Knits
22426,3.5263605246161616,4,0,1.7320508075688772,1,1,Dresses
22427,3.9512437185814275,3,1,1.7320508075688772,0,4,Blouses
22429,3.4339872044851463,4,1,1.0,0,4,Knits
22430,3.784189633918261,1,0,4.58257569495584,0,4,Knits
22431,3.58351893845611,5,1,0.0,2,2,Others
22432,3.7612001156935624,3,0,3.1622776601683795,0,1,Dresses
22433,3.332204510175204,5,1,1.0,2,2,Others
22434,2.995732273553991,2,0,2.23606797749979,1,4,Knits
22435,4.418840607796598,5,1,0.0,0,4,Blouses
22436,4.418840607796598,5,1,1.7320508075688772,1,4,Knits
22437,3.6109179126442243,2,0,0.0,0,4,Knits
22438,3.970291913552122,5,1,0.0,0,4,Knits
22439,3.4339872044851463,3,0,0.0,1,4,Knits
22440,4.0943445622221,5,1,1.7320508075688772,1,4,Knits
22441,3.784189633918261,5,1,0.0,0,4,Knits
22442,3.6375861597263857,2,0,0.0,0,4,Knits
22444,3.332204510175204,5,1,1.7320508075688772,2,2,Others
22447,3.9889840465642745,2,0,1.7320508075688772,0,4,Knits
22448,3.6375861597263857,3,0,0.0,1,4,Knits
22449,4.204692619390966,3,1,0.0,0,4,Knits
22450,3.9512437185814275,2,0,0.0,0,4,Knits
22451,3.58351893845611,4,1,2.23606797749979,2,2,Others
22453,3.8501476017100584,5,1,2.23606797749979,0,4,Knits
22454,3.044522437723423,5,1,1.4142135623730951,2,2,Others
22456,3.6888794541139363,5,1,0.0,0,4,Sweaters
22457,4.07753744390572,4,1,0.0,1,4,Knits
22460,4.060443010546419,5,1,0.0,1,3,Others
22461,4.07753744390572,5,1,1.0,1,3,Others
22462,3.828641396489095,2,0,0.0,1,4,Knits
22463,3.332204510175204,2,0,0.0,1,3,Others
22464,3.6888794541139363,5,1,1.4142135623730951,1,4,Knits
22465,3.7612001156935624,5,1,1.0,1,4,Knits
22466,4.219507705176107,5,1,0.0,1,4,Knits
22467,3.7612001156935624,1,0,3.0,1,3,Others
22468,3.970291913552122,1,0,0.0,1,3,Others
22470,3.9318256327243257,5,1,0.0,2,2,Others
22471,3.6888794541139363,5,1,2.23606797749979,1,4,Knits
22472,3.8918202981106265,4,1,6.855654600401044,1,3,Others
22473,3.9512437185814275,2,0,2.449489742783178,1,4,Knits
22474,4.1588830833596715,4,1,3.1622776601683795,1,3,Others
22477,4.04305126783455,4,1,2.0,1,3,Others
22478,3.6375861597263857,5,1,1.7320508075688772,0,0,Others
22479,4.0943445622221,2,0,0.0,0,4,Sweaters
22480,3.8501476017100584,5,1,1.4142135623730951,1,3,Others
22481,3.912023005428146,5,1,0.0,0,4,Sweaters
22482,3.1780538303479458,5,1,0.0,1,3,Others
22483,3.7376696182833684,2,0,1.0,2,2,Others
22484,3.7376696182833684,3,1,1.4142135623730951,1,4,Others
22485,3.1780538303479458,3,1,1.0,1,4,Blouses
22486,3.258096538021482,3,1,2.0,1,0,Pants
22487,4.343805421853684,5,1,1.0,1,4,Blouses
22488,4.189654742026425,4,1,0.0,1,4,Blouses
22489,3.784189633918261,2,0,0.0,1,0,Pants
22490,2.995732273553991,4,1,0.0,2,2,Others
22491,3.58351893845611,5,1,1.0,1,0,Pants
22493,3.8501476017100584,1,0,2.0,1,4,Others
22494,4.143134726391533,5,1,1.7320508075688772,0,0,Others
22495,4.1588830833596715,5,1,1.4142135623730951,0,0,Others
22496,3.5263605246161616,5,1,1.0,0,0,Others
22497,3.4965075614664802,5,1,1.4142135623730951,0,4,Others
22500,4.04305126783455,5,1,1.0,0,1,Dresses
22501,3.1354942159291497,5,1,0.0,0,0,Others
22502,3.5263605246161616,4,1,0.0,0,4,Knits
22503,4.127134385045092,4,1,5.916079783099616,0,1,Dresses
22506,3.6635616461296463,5,1,0.0,0,4,Blouses
22507,3.713572066704308,4,1,0.0,0,4,Others
22509,3.912023005428146,5,1,1.4142135623730951,0,4,Others
22510,3.8918202981106265,2,0,2.23606797749979,0,1,Dresses
22511,3.367295829986474,2,0,0.0,0,4,Knits
22512,3.828641396489095,4,1,1.4142135623730951,0,4,Others
22513,4.143134726391533,5,1,1.4142135623730951,0,0,Others
22514,3.58351893845611,4,1,2.6457513110645907,1,1,Dresses
22515,3.5263605246161616,5,1,1.4142135623730951,0,0,Others
22516,3.4339872044851463,5,1,0.0,0,0,Others
22519,3.871201010907891,5,1,0.0,0,4,Knits
22520,3.6109179126442243,5,1,0.0,0,0,Others
22521,4.02535169073515,4,1,0.0,0,0,Others
22522,3.6375861597263857,1,0,1.0,0,0,Others
22523,3.6375861597263857,2,0,2.6457513110645907,0,0,Others
22524,3.295836866004329,4,1,1.0,0,0,Others
22525,4.174387269895637,4,1,0.0,0,0,Others
22526,4.07753744390572,4,1,0.0,0,4,Blouses
22527,3.828641396489095,2,0,1.4142135623730951,0,4,Others
22528,3.58351893845611,5,1,2.23606797749979,0,4,Blouses
22529,3.1354942159291497,3,0,0.0,1,4,Knits
22530,3.4657359027997265,4,0,0.0,0,0,Others
22531,3.9512437185814275,5,1,0.0,0,0,Others
22532,3.784189633918261,5,1,2.6457513110645907,0,1,Dresses
22533,3.1780538303479458,3,1,0.0,0,0,Others
22534,3.713572066704308,5,1,0.0,0,4,Blouses
22535,3.713572066704308,4,1,1.0,0,0,Others
22536,4.0943445622221,5,1,2.0,1,4,Knits
22537,3.5263605246161616,5,1,0.0,0,0,Others
22538,3.871201010907891,2,0,1.4142135623730951,0,4,Others
22539,3.295836866004329,5,1,0.0,0,0,Others
22540,3.9318256327243257,5,1,1.0,0,0,Others
22541,3.6888794541139363,4,1,0.0,0,4,Others
22543,3.332204510175204,1,0,2.0,0,0,Others
22544,3.6109179126442243,5,1,2.0,0,4,Others
22545,3.9318256327243257,5,1,1.4142135623730951,0,0,Others
22547,3.871201010907891,4,0,1.0,0,1,Dresses
22548,3.7376696182833684,4,1,0.0,0,1,Dresses
22549,3.9512437185814275,4,1,0.0,0,4,Blouses
22550,4.189654742026425,2,0,1.0,0,1,Dresses
22552,4.430816798843313,5,1,0.0,0,4,Knits
22553,3.9318256327243257,1,0,1.4142135623730951,0,1,Dresses
22554,3.9889840465642745,5,1,1.7320508075688772,0,1,Dresses
22555,3.871201010907891,5,1,0.0,0,1,Dresses
22556,3.4965075614664802,3,1,0.0,0,4,Blouses
22557,3.871201010907891,5,1,0.0,0,0,Others
22558,3.4339872044851463,3,1,3.872983346207417,0,4,Others
22560,3.5263605246161616,5,1,1.0,1,4,Knits
22561,3.58351893845611,5,1,0.0,0,0,Others
22563,3.7376696182833684,4,1,0.0,0,0,Others
22564,4.060443010546419,5,1,0.0,1,4,Blouses
22565,3.713572066704308,3,1,0.0,0,1,Dresses
22566,3.5263605246161616,3,1,1.0,1,4,Knits
22567,3.58351893845611,5,1,2.449489742783178,0,0,Others
22568,3.912023005428146,5,1,0.0,1,4,Knits
22569,4.189654742026425,5,1,1.0,0,1,Dresses
22570,2.995732273553991,5,1,1.4142135623730951,0,4,Others
22571,3.6375861597263857,5,1,0.0,1,4,Knits
22572,3.5553480614894135,5,1,1.7320508075688772,2,2,Others
22573,3.4011973816621555,2,0,1.4142135623730951,0,1,Dresses
22574,3.970291913552122,5,1,2.6457513110645907,1,1,Dresses
22576,3.367295829986474,1,0,0.0,0,0,Pants
22577,3.9512437185814275,2,0,3.0,0,4,Sweaters
22578,4.060443010546419,5,1,0.0,0,0,Pants
22579,4.127134385045092,2,0,1.0,0,0,Pants
22580,3.58351893845611,5,1,0.0,0,4,Knits
22582,3.6635616461296463,5,1,1.7320508075688772,1,0,Others
22584,3.912023005428146,3,1,2.23606797749979,1,1,Dresses
22585,3.713572066704308,4,1,2.0,0,4,Blouses
22586,3.9318256327243257,2,0,1.4142135623730951,0,4,Sweaters
22587,3.7612001156935624,1,0,3.872983346207417,1,4,Knits
22588,3.1354942159291497,3,0,2.23606797749979,0,4,Knits
22589,4.1588830833596715,5,1,0.0,0,4,Knits
22590,3.6109179126442243,5,1,1.0,0,4,Knits
22592,3.9512437185814275,3,0,2.0,1,4,Knits
22593,3.970291913552122,5,1,1.4142135623730951,1,4,Knits
